,name,type,desc,race,archetype,image_url,views
3473,Endless Engine Argyro System,Spell Card,"Send 1 ""Therion"" card from your Deck to the GY. If this card is in your GY: You can target 1 ""Therion"" card in your GY; add this card or that card to your hand, and place the other on the bottom of the Deck. You can only use 1 ""Endless Engine Argyro System"" effect per turn, and only once that turn.",Normal,,https://images.ygoprodeck.com/images/cards/21887075.jpg,40536
3475,Endymion's Lab,Spell Card,"This card's name becomes ""Magical Citadel of Endymion"" while in the Spell & Trap Zone. Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves. Once per turn, after damage calculation, if your Spellcaster monster is destroyed by battle: You can remove 6 Spell Counters from your field; Special Summon 1 Level 7 or higher Spellcaster monster from your hand or Deck. You can only activate 1 ""Endymion's Lab"" per turn.",Continuous,Endymion,https://images.ygoprodeck.com/images/cards/65342096.jpg,58955
3479,Enemy Controller,Spell Card,"Activate 1 of these effects.
● Target 1 face-up monster your opponent controls; change that target's battle position.
● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.",Quick-Play,,https://images.ygoprodeck.com/images/cards/98045062.jpg,223182
3500,Eradicating Aerosol,Spell Card,Destroy all Insect monsters on the field.,Normal,,https://images.ygoprodeck.com/images/cards/94716515.jpg,21034
3515,Eternal Drought,Spell Card,Destroy all face-up Fish-Type monsters on the field.,Normal,,https://images.ygoprodeck.com/images/cards/56606928.jpg,4051
3517,Eternal Rest,Spell Card,Destroy all monsters equipped with Equip Cards.,Normal,,https://images.ygoprodeck.com/images/cards/95051344.jpg,119608
3520,Euler's Circuit,Spell Card,"Your opponent's monsters cannot attack if you control 3 or more ""Tindangle"" monsters. Once per turn, during your Standby Phase: You can target 1 ""Tindangle"" monster you control; give control of it to your opponent. You can banish this card from your GY and discard 1 ""Tindangle"" card; add 1 ""Euler's Circuit"" from your Deck to your hand. You can only use this effect of ""Euler's Circuit"" once per turn.",Field,Tindangle,https://images.ygoprodeck.com/images/cards/9547962.jpg,23067
3525,Everlasting Alloy,Spell Card,"If you control ""Jinzo"": Activate 1 of these effects;
● All Machine monsters you currently control cannot be destroyed by your opponent's card effects, until the end of this turn.
● When a card or effect is activated that targets a Machine monster(s) you control: Negate that effect.",Quick-Play,Jinzo,https://images.ygoprodeck.com/images/cards/37042505.jpg,19483
3526,Everliving Underworld Cannon,Spell Card,"Once per turn, when a Zombie-Type monster is Special Summoned to your side of the field: Inflict 800 damage to your opponent.",Continuous,,https://images.ygoprodeck.com/images/cards/31467372.jpg,25713
3536,Evil Eye Awakening,Spell Card,"Special Summon 1 ""Evil Eye"" monster from your hand or GY, or, if ""Evil Eye of Selene"" is in your Spell & Trap Zone, you can Special Summon 1 ""Evil Eye"" monster from your Deck instead. You can only activate 1 ""Evil Eye Awakening"" per turn.",Normal,Evil Eye,https://images.ygoprodeck.com/images/cards/17616743.jpg,55186
3537,Evil Eye Confrontation,Spell Card,"If you control an ""Evil Eye"" monster: Target 1 Spell/Trap your opponent controls; destroy it, and if you do, and ""Evil Eye of Selene"" is in your Spell & Trap Zone, banish that destroyed card. You can only activate 1 ""Evil Eye Confrontation"" per turn.",Quick-Play,Evil Eye,https://images.ygoprodeck.com/images/cards/43011492.jpg,41579
3539,Evil Eye Domain - Pareidolia,Spell Card,"When this card is activated: You can add 1 ""Evil Eye"" monster from your Deck to your hand. Once per turn, during damage calculation, if your ""Evil Eye"" monster is attacked, while ""Evil Eye of Selene"" is in your Spell & Trap Zone: You can make the battle damage you take from this battle also inflicted to your opponent. If this card in the Field Zone is destroyed by card effect: You can target 1 ""Evil Eye"" monster in your GY; add it to your hand. You can only activate 1 ""Evil Eye Domain - Pareidolia"" per turn.",Field,Evil Eye,https://images.ygoprodeck.com/images/cards/70122149.jpg,92044
3541,Evil Eye Reemergence,Spell Card,"Special Summon 1 ""Familiar of the Evil Eye Token"" (Fiend/DARK/Level 1/ATK 400/DEF 400), or, if ""Evil Eye of Selene"" is in your Spell & Trap Zone, you can Special Summon 2 instead, also for the rest of this turn after this card resolves, you cannot Special Summon monsters, except Fiend monsters. You can banish this card from your GY; your opponent cannot target ""Evil Eye"" Spells/Traps you control with card effects this turn. You can only use each effect of ""Evil Eye Reemergence"" once per turn.",Normal,Evil Eye,https://images.ygoprodeck.com/images/cards/7610394.jpg,39061
3542,Evil Eye Repose,Spell Card,"When you activate this card: You can banish 1 ""Evil Eye"" card from your GY; draw 1 card. Once per turn, after damage calculation, if your ""Evil Eye"" monster equipped with ""Evil Eye of Selene"" attacked an opponent's monster: You can banish that opponent's monster. If this card in the Spell & Trap Zone is destroyed by card effect: You can target up to 3 of your banished ""Evil Eye"" cards; return them to the GY. You can only activate 1 ""Evil Eye Repose"" per turn.",Continuous,Evil Eye,https://images.ygoprodeck.com/images/cards/79400597.jpg,43429
3543,Evil Eye Resurrection,Spell Card,"Send 1 ""Evil Eye"" monster and 1 ""Evil Eye"" Spell/Trap from your Deck to the GY; add 1 ""Evil Eye"" Equip Spell from your Deck to your hand, also, for the rest of this turn, each time you activate a non-""Evil Eye"" card or effect, you lose 500 LP. If you Link Summon an ""Evil Eye"" monster: You can banish this card from your GY; equip 1 ""Evil Eye"" Equip Spell from your GY to 1 ""Evil Eye"" Link Monster you control. You can only use each effect of ""Evil Eye Resurrection"" once per turn.",Normal,Evil Eye,https://images.ygoprodeck.com/images/cards/8775395.jpg,794
3545,Evil Eye of Gorgoneio,Spell Card,"Equip only to an ""Evil Eye"" monster. You can only activate 1 ""Evil Eye of Gorgoneio"" per turn. This card's name becomes ""Evil Eye of Selene"" while in the Spell & Trap Zone. While your LP are lower than your opponent's, the equipped monster gains ATK equal to the difference. You can banish this card from your GY and discard 1 ""Evil Eye"" card; add 1 ""Evil Eye"" Spell/Trap from your Deck to your hand, except ""Evil Eye of Gorgoneio"". You can only use this effect of ""Evil Eye of Gorgoneio"" once per turn.",Equip,Evil Eye,https://images.ygoprodeck.com/images/cards/28957126.jpg,51911
3546,Evil Eye of Selene,Spell Card,"Equip only to an ""Evil Eye"" monster. It cannot be destroyed by battle or your opponent's card effects, also your opponent cannot target it with card effects. Each time you activate the equipped monster's effect, or you activate another ""Evil Eye"" Spell/Trap Card: The equipped monster gains 500 ATK, and if it does, you lose 500 LP. (This ATK gain remains even if this card leaves the field.) If this card is in your GY: You can pay 1000 LP, then banish 1 ""Evil Eye"" Spell/Trap from your GY, except ""Evil Eye of Selene""; Set this card. You can only use this effect of ""Evil Eye of Selene"" once per turn.",Equip,Evil Eye,https://images.ygoprodeck.com/images/cards/44133040.jpg,90693
3559,Evil Mind,Spell Card,"If you control a Fiend monster: Activate 1 of these effects, based on the number of monsters in your opponent's GY;
● 1+: Draw 1 card.
● 4+: Add 1 ""HERO"" monster or 1 ""Dark Fusion"" from your Deck to your hand.
● 10+: Add 1 ""Polymerization"" Spell or 1 ""Fusion"" Spell from your Deck to your hand.
You can only activate 1 ""Evil Mind"" per turn.",Normal,Evil HERO,https://images.ygoprodeck.com/images/cards/18438874.jpg,42185
3590,Evo-Diversity,Spell Card,"Add 1 ""Evoltile"" or ""Evolsaur"" monster from your Deck to your hand. You can only activate 1 ""Evo-Diversity"" per turn.",Normal,Evolsaur,https://images.ygoprodeck.com/images/cards/88760522.jpg,17583
3591,Evo-Force,Spell Card,"Tribute 1 ""Evoltile"" monster; Special Summon 1 ""Evolsaur"" monster from your Deck. It is treated as if it was Special Summoned by the effect of an ""Evoltile"" monster.",Normal,Evolsaur,https://images.ygoprodeck.com/images/cards/5338223.jpg,14787
3593,Evo-Karma,Spell Card,"When a monster(s) is Special Summoned by the effect of an ""Evoltile"" monster you control, your opponent cannot activate cards or effects.",Continuous,Evoltile,https://images.ygoprodeck.com/images/cards/8632967.jpg,8580
3594,Evo-Miracle,Spell Card,"Target 1 monster that was Special Summoned by the effect of an ""Evoltile"" monster; this turn, it cannot be destroyed by battle or by card effects.",Quick-Play,Evoltile,https://images.ygoprodeck.com/images/cards/34026662.jpg,9392
3595,Evo-Price,Spell Card,"Once per turn, if a monster is Special Summoned by the effect of an ""Evoltile"" monster (except during the Damage Step): You can target 1 card on the field; destroy that target.",Continuous,Evoltile,https://images.ygoprodeck.com/images/cards/14154221.jpg,9668
3615,Evolution Burst,Spell Card,"If you control ""Cyber Dragon"": Target 1 card your opponent controls; destroy that target. ""Cyber Dragon"" cannot attack the turn you activate this card.",Normal,Cyber Dragon,https://images.ygoprodeck.com/images/cards/52875873.jpg,67135
3616,Evolution End Burst,Spell Card,"Add 1 ""Overload Fusion"" from your Deck to your hand. If you Fusion Summon a monster this turn with ""Overload Fusion"", using 6 or more monsters as material, that monster can attack a number of times each Battle Phase this turn, up to the number of monsters used as its Fusion Materials. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except with Spell effects. You can only activate 1 ""Evolution End Burst"" per turn.",Normal,Cyber Dragon,https://images.ygoprodeck.com/images/cards/78217065.jpg,6505
3623,Exchange,Spell Card,Both players reveal their hands and add 1 card from each other's hand to their hand.,Normal,,https://images.ygoprodeck.com/images/cards/5556668.jpg,83701
3629,Execution of the Contract,Spell Card,"You can reveal 1 Ritual Monster in your hand; the equipped monster becomes the revealed monster's Level, until the end of this turn (even if this card leaves the field). If this card is sent to the GY because the equipped monster is Tributed: You can target 1 monster your opponent controls; destroy it. You can only use each effect of ""Execution of the Contract"" once per turn.",Equip,,https://images.ygoprodeck.com/images/cards/55976207.jpg,15969
3631,Exile of the Wicked,Spell Card,Destroy all Fiend monsters on the field.,Normal,,https://images.ygoprodeck.com/images/cards/26725158.jpg,36139
3637,Exosister Arment,Spell Card,"Pay 800 LP, then target 1 ""Exosister"" monster you control; Special Summon 1 ""Exosister"" Xyz Monster from your Extra Deck with a different name than the cards you control, by using that target as material. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) You can only activate 1 ""Exosister Arment"" per turn. You can only activate this card during your opponent's turn, unless your opponent controls a monster Special Summoned from the GY.",Quick-Play,Exosister,https://images.ygoprodeck.com/images/cards/4408198.jpg,76043
3639,Exosister Carpedivem,Spell Card,"Neither player can target ""Exosister"" monsters you control with effects of monsters that were Special Summoned from the GY. You can only use each of the following effects of ""Exosister Carpedivem"" once per turn. If you Xyz Summon an ""Exosister"" monster: You can declare 1 card name; negate the activated effects and effects on the field of cards with that original name, until the end of this turn. When an attack is declared involving your ""Exosister"" monster: You can target 1 Spell/Trap your opponent controls; destroy it.",Continuous,Exosister,https://images.ygoprodeck.com/images/cards/30802207.jpg,53786
3646,Exosister Pax,Spell Card,"During the Main Phase: Pay 800 LP; add 1 ""Exosister"" card from your Deck to your hand, except ""Exosister Pax"", then, if you added a monster by this effect, you can Special Summon it if the other ""Exosister"" monster mentioned on it is on your field or in your GY. You can only activate 1 ""Exosister Pax"" per turn.",Quick-Play,Exosister,https://images.ygoprodeck.com/images/cards/77913594.jpg,90542
3667,Extra Gate,Spell Card,"Declare a Level between 1 and 12; your opponent banishes 1 monster of that Level from their Extra Deck. If your opponent does not have a monster of that Level in their Extra Deck, you discard 1 card.",Quick-Play,,https://images.ygoprodeck.com/images/cards/7405310.jpg,6438
3668,Extra Net,Spell Card,"If a monster(s) is Special Summoned from the Extra Deck: The opponent of the player that conducted the Special Summon can apply this effect.
● Draw 1 card.",Field,,https://images.ygoprodeck.com/images/cards/95376428.jpg,13318
3669,Extra Pendulum,Spell Card,"During your Main Phase this turn, you can conduct 1 Pendulum Summon of a monster(s) from your Extra Deck in addition to your Pendulum Summon. (You can only gain this effect once per turn.)",Normal,Pendulum,https://images.ygoprodeck.com/images/cards/58308221.jpg,10372
3671,Extra-Foolish Burial,Spell Card,"Pay half your LP; send 1 monster from your Extra Deck to the GY. You can only activate 1 ""Extra-Foolish Burial"" per turn. You cannot Set Spells/Traps during the turn you activate this card.",Normal,,https://images.ygoprodeck.com/images/cards/57995165.jpg,239989
3677,F.A. Circuit Grand Prix,Spell Card,"Increase the Levels of all ""F.A."" monsters on the field by 2 during the Battle Phase only. Once per turn, when your ""F.A."" monster destroys an opponent's monster by battle: You can draw 1 card. If this face-up card on the field is destroyed by a card effect: You can add 1 ""F.A."" card from your Deck to your hand, except ""F.A. Circuit Grand Prix"". You can only use this effect of ""F.A. Circuit Grand Prix"" once per turn.",Field,F.A.,https://images.ygoprodeck.com/images/cards/39838559.jpg,35902
3678,F.A. City Grand Prix,Spell Card,"Increase the Levels of all ""F.A."" monsters on the field by 2 during the Main Phase and Battle Phase. Your opponent cannot target ""F.A."" monsters you control with card effects. If this face-up card on the field is destroyed by a card effect: You can add 1 ""F.A."" card from your Deck to your hand, except ""F.A. City Grand Prix"". You can only use this effect of ""F.A. City Grand Prix"" once per turn.",Field,F.A.,https://images.ygoprodeck.com/images/cards/1061200.jpg,41785
3682,F.A. Downforce,Spell Card,"Target 1 ""F.A."" monster you control; increase its Level by 2 until the end of this turn. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 ""F.A."" monster you control; increase its Level by 2 until the end of this turn. You can only use each effect of ""F.A. Downforce"" once per turn.",Quick-Play,F.A.,https://images.ygoprodeck.com/images/cards/66322203.jpg,25327
3685,F.A. Off-Road Grand Prix,Spell Card,"Increase the Levels of all ""F.A."" monsters on the field by 2 during the Main Phase only. You can only use each of the following effects of ""F.A. Off-Road Grand Prix"" once per turn.
● When a ""F.A."" monster you control is destroyed by battle: You can discard 1 random card from your opponent's hand.
● If this face-up card on the field is destroyed by a card effect: You can add 1 ""F.A."" card from your Deck to your hand, except ""F.A. Off-Road Grand Prix"".",Field,F.A.,https://images.ygoprodeck.com/images/cards/2144946.jpg,37323
3687,F.A. Pit Stop,Spell Card,"Target 1 ""F.A."" monster you control; reduce its Level by 2, and if you do, draw cards equal to the number of ""F.A. Pit Stop"" in your GY +1. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 ""F.A."" monster in your GY; Special Summon it. You can only use each effect of ""F.A. Pit Stop"" once per turn.",Quick-Play,F.A.,https://images.ygoprodeck.com/images/cards/38532954.jpg,25702
3690,F.A. Test Run,Spell Card,"Target 1 ""F.A."" monster you control; change its battle position, then, destroy 1 card on the field. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 face-up card you control; destroy it, and if you do, Special Summon 1 ""F.A."" monster from your Deck. You can only use each effect of ""F.A. Test Run"" once per turn.",Quick-Play,F.A.,https://images.ygoprodeck.com/images/cards/38459905.jpg,34512
3693,F.A. Winners,Spell Card,"If you control a ""F.A."" monster, this card cannot be destroyed by your opponent's card effects. When your ""F.A."" monster whose Level is at least 5 higher than its original Level battles an opponent's monster and inflicts battle damage to them: You can banish 1 card from your hand, field, or GY. You can only activate this effect of ""F.A. Winners"" once per turn. If 3 of your ""F.A."" Field Spells with different names are currently banished, and were all banished by the effect of ""F.A. Winners"", you win the Duel.",Continuous,F.A.,https://images.ygoprodeck.com/images/cards/69553552.jpg,16216
3694,FA.I.ghting Spirit,Spell Card,"Target 1 ""@Ignister"" monster in your GY; Special Summon it. If an ""@Ignister"" monster(s) you control with 2300 or more ATK would be destroyed by card effect, you can banish this card from your GY instead. If this card is banished: You can activate this effect; your ""@Ignister"" monsters with 2300 or more ATK cannot be destroyed by battle this turn. You can only activate ""FA.I.ghting Spirit"" once per turn.",Normal,A.I.,https://images.ygoprodeck.com/images/cards/28270534.jpg,24319
3716,Face Card Fusion,Spell Card,"Fusion Summon 1 LIGHT Warrior Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you control ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"", you can use 1 monster from your Deck as Fusion Material. You can only activate 1 ""Face Card Fusion"" per turn.",Normal,Knight,https://images.ygoprodeck.com/images/cards/29062925.jpg,34562
3718,Factory of 100 Machines,Spell Card,"Remove from play all ""Morphtronic"" monsters from your Graveyard. Target face-up Machine-Type monster you control gains 200 ATK for each card removed, until the End Phase.",Quick-Play,Morphtronic,https://images.ygoprodeck.com/images/cards/7030340.jpg,22905
3728,Fairy Meteor Crush,Spell Card,"If the equipped monster attacks a Defense Position monster, inflict piercing battle damage to your opponent.",Equip,,https://images.ygoprodeck.com/images/cards/97687912.jpg,55504
3734,Fairy Tail Tales,Spell Card,"You can reveal 1 Spellcaster monster in your hand with 1850 ATK and a different name than the monsters you control; immediately after this effect resolves, Normal Summon/Set it. You can only use this effect of ""Fairy Tail Tales"" once per turn. The first time each turn you would take battle or effect damage while you control a Spellcaster monster(s) with 1850 original ATK, you take no damage.",Continuous,Fairy Tail,https://images.ygoprodeck.com/images/cards/91957038.jpg,21092
3737,Fairy of the Spring,Spell Card,Target 1 Equip Spell Card in your Graveyard; add that target to your hand. That Equip Spell Card cannot be activated this turn.,Normal,,https://images.ygoprodeck.com/images/cards/20188127.jpg,38673
3744,Fake Hero,Spell Card,"Special Summon 1 ""Elemental HERO"" monster from your hand. That monster cannot attack, and returns to the hand during the End Phase.",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/78387742.jpg,48762
3748,Fallen Paradise,Spell Card,"Your opponent cannot target ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", ""Raviel, Lord of Phantasms"", or ""Armityle the Chaos Phantom"" in your Monster Zones with card effects, also those monsters cannot be destroyed by your opponent's card effects while you control them. If you control ""Uria, Lord of Searing Flames"", ""Hamon, Lord of Striking Thunder"", ""Raviel, Lord of Phantasms"" or ""Armityle the Chaos Phantom"" in your Monster Zone: You can draw 2 cards. You can only use this effect of ""Fallen Paradise"" once per turn.",Field,Sacred Beast,https://images.ygoprodeck.com/images/cards/13301895.jpg,217345
3752,Falling Current,Spell Card,Target 1 face-up monster you control and declare a Level between 1 and 3; it becomes that Level.,Normal,,https://images.ygoprodeck.com/images/cards/26099457.jpg,16428
3753,Falling Down,Spell Card,"Activate this card by targeting an opponent's monster; equip this card to it. Take control of it. Destroy this card unless you control an ""Archfiend"" card. During each of your opponent's Standby Phases: You take 800 damage.",Equip,Archfiend,https://images.ygoprodeck.com/images/cards/32919136.jpg,54847
3761,"Fandora, the Flying Furtress",Spell Card,"During your Draw Phase, before you draw: You can give up your normal draw this turn, and if you do, add 1 monster ""Fur Hire"" from your Deck to your hand. If you control 5 or more monsters ""Fur Hire"" with different names: You can send this card from the Field Zone to the GY; destroy all cards your opponent controls, also, for the rest of this turn, your opponent takes no damage.",Field,Fur Hire,https://images.ygoprodeck.com/images/cards/64400161.jpg,42598
3768,Fateful Adventure,Spell Card,"Once per turn, the first time a monster you control equipped with an Equip Spell would be destroyed by battle, it is not destroyed. You can only use each of the following effects of ""Fateful Adventure"" once per turn. During your Main Phase: You can add 1 monster that mentions ""Adventurer Token"" from your Deck to your hand, then send 1 card from your hand to the GY. If a monster(s) is Normal or Special Summoned: You can take 1 Equip Spell that mentions ""Adventurer Token"" from your Deck, and either add it to your hand or equip it to 1 ""Adventurer Token"" you control.",Continuous,Adventurer Token,https://images.ygoprodeck.com/images/cards/39568067.jpg,222432
3770,Faustian Bargain,Spell Card,"Target 1 Special Summoned monster on either field; send it to the GY, and if you do, Special Summon 1 Level 4 or lower Normal Monster from your hand.",Normal,,https://images.ygoprodeck.com/images/cards/68396778.jpg,17755
3772,Favorite Hero,Spell Card,"Equip only to a Level 5 or higher ""HERO"" monster. If you control a card in your Field Zone, the equipped monster gains ATK equal to its original DEF, also your opponent cannot target it with card effects. At the start of the Battle Phase: You can activate 1 Field Spell directly from your hand or Deck. You can only use this effect of ""Favorite Hero"" once per turn. When the equipped monster attacks and destroys an opponent's monster by battle: You can send this card to the GY; the attacking monster can make a second attack in a row.",Equip,Elemental HERO,https://images.ygoprodeck.com/images/cards/11881272.jpg,115784
3774,Feast of the Wild LV5,Spell Card,"Special Summon up to 2 Level 5 Warrior-Type monsters from your hand and/or Graveyard, but their effects are negated, also, for the rest of this turn, they cannot attack.",Normal,,https://images.ygoprodeck.com/images/cards/55416843.jpg,49884
3775,Feather Shot,Spell Card,"Target 1 face-up ""Elemental HERO Avian"" you control; during this turn, that target can attack a number of times equal to the number of monsters you control when this card resolves, but cannot attack directly, and other monsters you control cannot attack this turn.",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/19394153.jpg,30246
3785,Fengsheng Mirror,Spell Card,Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monsters exist in his/her hand.,Normal,,https://images.ygoprodeck.com/images/cards/37406863.jpg,50699
3792,Field Barrier,Spell Card,"Field Spell Cards on the field cannot be destroyed. Neither player can activate a new Field Spell Card. You can only control 1 ""Field Barrier"".",Continuous,,https://images.ygoprodeck.com/images/cards/7153114.jpg,296368
3805,Fiend's Sanctuary,Spell Card,"Special Summon 1 ""Metal Fiend Token"" (Fiend/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. Once per turn, during your Standby Phase, pay 1000 LP or destroy this Token.",Normal,,https://images.ygoprodeck.com/images/cards/24874630.jpg,89071
3812,Fifth Hope,Spell Card,"Target 5 ""Elemental HERO"" cards in your Graveyard; shuffle them into the Deck, then draw 2 cards (draw 3 cards instead, if you had no other cards on your side of the field and in your hand when you activated this card).",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/55428811.jpg,32165
3814,Fighting Spirit,Spell Card,"The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.",Equip,,https://images.ygoprodeck.com/images/cards/6178850.jpg,55277
3817,Final Countdown,Spell Card,"Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel.",Normal,,https://images.ygoprodeck.com/images/cards/95308449.jpg,159699
3818,Final Cross,Spell Card,"During your turn, if a Synchro Monster(s) was sent to your GY this turn: Target 1 Synchro Monster you control; it gains the ability this turn to make a second attack during each Battle Phase, then, if you activated this card by targeting a Synchro Monster with ""Warrior"", ""Synchron"", and/or ""Stardust"" in its original name, you can make it gain ATK equal to the ATK of 1 Synchro Monster in your GY. You can only activate 1 ""Final Cross"" per turn.",Quick-Play,,https://images.ygoprodeck.com/images/cards/35756798.jpg,0
3819,Final Destiny,Spell Card,Discard 5 cards from your hand. Destroy all cards on the field.,Normal,,https://images.ygoprodeck.com/images/cards/18591904.jpg,113555
3821,Final Flame,Spell Card,Inflict 600 points of damage to your opponent's Life Points.,Normal,,https://images.ygoprodeck.com/images/cards/73134082.jpg,158358
3824,Final Gesture,Spell Card,"Target 1 face-up Level 3 monster you control; Special Summon 1 monster with the same name as that monster from your hand or Graveyard. Its effects are negated. During the End Phase of this turn, destroy the face-up monster that was targeted by this card.",Normal,,https://images.ygoprodeck.com/images/cards/23269426.jpg,9031
3825,Final Inzektion,Spell Card,"Send 5 face-up ""Inzektor"" cards you control to the Graveyard; destroy all cards your opponent controls, also, during the Battle Phase of this turn, your opponent cannot activate monster effects that activate in the hand or Graveyard.",Normal,Inzektor,https://images.ygoprodeck.com/images/cards/51549976.jpg,7229
3826,Final Light,Spell Card,"Pay LP in multiples of 1000, then target 1 ""Valkyrie"" monster in your GY with a different name for every 1000 LP paid; Special Summon them, then your opponent can Special Summon monsters with 2000 or less ATK from their GY, up to the number of monsters you Special Summoned by this effect. You can only activate 1 ""Final Light"" per turn.",Normal,Valkyrie,https://images.ygoprodeck.com/images/cards/17956906.jpg,37951
3828,Final Ritual of the Ancients,Spell Card,"This card is used to Ritual Summon ""Reshef the Dark Being"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.",Ritual,,https://images.ygoprodeck.com/images/cards/60369732.jpg,33135
3830,Finite Cards,Spell Card,The hand size limit of each player becomes 3.,Continuous,,https://images.ygoprodeck.com/images/cards/48310593.jpg,11421
3837,Fire Formation - Domei,Spell Card,"When this card is activated: You can Ritual Summon 1 Beast-Warrior Ritual Monster from your hand, by Tributing monsters from your hand or field whose total Levels equal or exceed its Level. If this face-up card is sent from the Spell & Trap Zone to the GY: You can target 1 ""Fire Fist"" monster in your GY; Special Summon it. You can only use this effect of ""Fire Formation - Domei"" once per turn. You can only activate 1 ""Fire Formation - Domei"" per turn.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/93754402.jpg,40294
3838,Fire Formation - Gyokkou,Spell Card,"Activate this card by targeting 1 Set Spell/Trap Card your opponent controls. Your opponent cannot activate the targeted card in response to this card's activation. While this card is face-up on the field, that Set card cannot be activated. All Beast-Warrior-Type monsters you control gain 100 ATK.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/19059929.jpg,29094
3839,Fire Formation - Ingen,Spell Card,"When this card is activated: You can Fusion Summon 1 Beast-Warrior Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If this face-up card is sent from the Spell & Trap Zone to the GY: You can target 1 ""Fire Fist"" monster in your GY; add it to your hand. You can only use this effect of ""Fire Formation - Ingen"" once per turn. You can only activate 1 ""Fire Formation - Ingen"" per turn.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/29143457.jpg,40455
3842,Fire Formation - Tenki,Spell Card,"When this card is activated: You can add 1 Level 4 or lower Beast-Warrior monster from your Deck to your hand. All Beast-Warrior monsters you control gain 100 ATK. You can only activate 1 ""Fire Formation - Tenki"" per turn.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/57103969.jpg,802104
3844,Fire Formation - Tensu,Spell Card,"During your Main Phase, you can Normal Summon 1 Beast-Warrior monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) All Beast-Warrior monsters you control gain 100 ATK.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/10719350.jpg,133785
3845,Fire Formation - Yoko,Spell Card,"When this card is activated: You can target 1 face-up card your opponent controls; discard 1 Beast-Warrior monster, and if you do, destroy that card. All Beast-Warrior monsters you control gain 100 ATK.",Continuous,Fire Formation,https://images.ygoprodeck.com/images/cards/36499284.jpg,27933
3846,Fire Fortress atop Liang Peak,Spell Card,"(This card is always treated as a ""Fire Formation"" card.)
Each time a ""Fire Fist"" monster(s) is Normal or Special Summoned, place 1 Fire Fist Counter on this card. Once per turn: You can remove Fire Fist Counters from your field to activate 1 of these effects;
● 2: If your Beast-Warrior monster attacks this turn, your opponent cannot activate cards or effects until the end of the Damage Step.
● 6: Add 1 Beast-Warrior monster from your Deck to your hand.
● 10: Special Summon 1 Beast-Warrior monster from your Deck or Extra Deck, ignoring its Summoning conditions.",Field,Fire Formation,https://images.ygoprodeck.com/images/cards/66750703.jpg,34324
3854,Fire King Island,Spell Card,"If this face-up card in the Field Zone is sent to the Graveyard or banished: Destroy all monsters you control. You can only use 1 of the following effects of ""Fire King Island"" per turn, and only once that turn.
● During your Main Phase: You can destroy 1 monster in your hand or you control, and if you do, add 1 ""Fire King"" monster from your Deck to your hand.
● If you control no monsters: You can Special Summon 1 FIRE Winged Beast-Type monster from your hand.",Field,Fire King,https://images.ygoprodeck.com/images/cards/57554544.jpg,88893
3860,Fire Prison,Spell Card,"All Dragon monsters on the field gain 300 DEF. If any Link Monsters are on the field, neither player can Link Summon a Link Monster with a lower Link Rating than the highest Link Rating on the field. Monsters cannot attack, except Link Monsters. Apply the following effects while 2 or more Cyberse Link Monsters are on the field.
● Negate the activated effects of Cyberse monsters.
● Cyberse monsters cannot attack, cannot be targeted for attacks, and cannot be targeted by card effects.",Field,,https://images.ygoprodeck.com/images/cards/269510.jpg,18714
3868,Fires of Doomsday,Spell Card,"Special Summon 2 ""Doomsday Tokens"" (Fiend/DARK/Level 1/ATK 0/DEF 0) in Defense Position. They cannot be Tributed for a Tribute Summon, unless it is for a DARK monster. You cannot Summon other monsters the turn you activate this card (but you can Normal Set).",Quick-Play,,https://images.ygoprodeck.com/images/cards/46173679.jpg,148358
