,name,type,desc,race,archetype,image_url,views
1194,Blossom Bombardment,Trap Card,When a Plant-Type monster you control destroys an opponent's monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the destroyed monster's ATK in the Graveyard.,Normal,,https://images.ygoprodeck.com/images/cards/13438207.jpg,19269
1230,Bonding - DHO,Trap Card,"Shuffle 1 ""Duoterion"", 1 ""Hydrogeddon"", and 1 ""Oxygeddon"" from your hand and/or GY into the Deck; Special Summon 1 ""Water Dragon Cluster"" from your hand or GY. You can banish this card from your GY; add 1 ""Water Dragon"" or ""Water Dragon Cluster"" from your Deck or GY to your hand.",Normal,Bonding,https://images.ygoprodeck.com/images/cards/6890729.jpg,23034
1234,Bone Temple Block,Trap Card,"Discard 1 card. Special Summon 1 Level 4 or lower monster from your opponent's Graveyard to your side of the field, and your opponent Special Summons 1 Level 4 or lower monster from your Graveyard to your opponent's side of the field. Those monsters are destroyed during the End Phase of the next turn.",Normal,,https://images.ygoprodeck.com/images/cards/47778083.jpg,8371
1239,Boo-Boo Game,Trap Card,"During damage calculation, if a monster battles: You take no battle damage from that battle. If this Set card in its owner's control is destroyed by your opponent's card effect and sent to the GY: You can target up to 2 Normal Traps in your GY, except ""Boo-Boo Game""; Set them to your field. They can be activated this turn. You can only use this effect of ""Boo-Boo Game"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/27923575.jpg,10732
1240,Booby Trap E,Trap Card,Discard 1 card; Set 1 Continuous Trap Card from your hand or Graveyard to your field. That Set card can be activated during this turn.,Normal,,https://images.ygoprodeck.com/images/cards/24425055.jpg,29533
1248,Boompoline!!,Trap Card,Activate this card by choosing 1 unused Monster Zone. If an Effect Monster is Special Summoned to that zone: Return both the monster in that zone and this card to the hand.,Continuous,,https://images.ygoprodeck.com/images/cards/14839621.jpg,9270
1257,Boot-Up Order - Gear Force,Trap Card,"When either player's monster declares an attack and all monsters you control are face-up Machine monsters (min. 1): Destroy Attack Position monsters your opponent controls, up to the number of Machine monsters you control.",Normal,Boot-Up,https://images.ygoprodeck.com/images/cards/9715126.jpg,22819
1259,Born from Draconis,Trap Card,"Banish all LIGHT Machine monsters from your GY and face-up from your field; Special Summon 1 Level 6 or higher LIGHT Machine monster from your hand, ignoring its Summoning conditions, and if you do, its ATK/DEF become equal to the number of monsters banished to activate this card x 500, also it is unaffected by card effects, except its own and this card's. You cannot Special Summon other monsters the turn you activate this card.",Normal,,https://images.ygoprodeck.com/images/cards/96699830.jpg,14053
1260,Borrel Cooling,Trap Card,"Tribute 1 ""Rokket"" monster, then target 1 ""Borrel"" Link Monster you control; equip it with this card. If this card is equipped to a monster by this effect, the equipped monster gains this effect.
● Once per turn (Quick Effect): You can target 1 monster you control; it cannot be destroyed by battle or card effect this turn.",Normal,Rokket,https://images.ygoprodeck.com/images/cards/62753201.jpg,31238
1276,Bottomless Shifting Sand,Trap Card,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.",Continuous,,https://images.ygoprodeck.com/images/cards/76532077.jpg,56506
1277,Bottomless Trap Hole,Trap Card,"When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it.",Normal,Hole,https://images.ygoprodeck.com/images/cards/29401950.jpg,703935
1281,Bounzer Guard,Trap Card,"Target 1 face-up ""Bounzer"" monster you control; this turn, it cannot be targeted by other card effects, or be destroyed by battle. This turn, if an opponent's monster attacks, it must target that monster for an attack if it is still on the field.",Normal,Bounzer,https://images.ygoprodeck.com/images/cards/48582558.jpg,6844
1290,Brain Hazard,Trap Card,"Select 1 of your removed from play Psychic-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/39531794.jpg,14023
1293,Brainwashing Beam,Trap Card,"Select 1 monster with at least 1 A-Counter on your opponent's side of the field and take control of that monster. During each of your End Phases, remove 1 A-Counter from that controlled monster. If all A-Counters are removed from that monster, or that monster is destroyed, destroy this card.",Continuous,Alien,https://images.ygoprodeck.com/images/cards/59258334.jpg,47254
1295,Branded Banishment,Trap Card,"Target 1 ""Despia"" monster or 1 Level 8 or higher Fusion Monster in your GY; Special Summon it, then you can apply this effect.
● Fusion Summon 1 Level 8 or higher Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from either field.
You can only activate 1 ""Branded Banishment"" per turn.",Normal,Branded,https://images.ygoprodeck.com/images/cards/6763530.jpg,99705
1296,Branded Beast,Trap Card,"Once per turn, during the Main Phase, if you control a ""Bystial"" monster: You can Tribute 1 Dragon monster, then target 1 card your opponent controls; destroy it. During the End Phase: You can target 1 ""Branded"" Continuous Spell/Trap in your GY; place it face-up on your field. You can only use this effect of ""Branded Beast"" once per turn.",Continuous,Branded,https://images.ygoprodeck.com/images/cards/32756828.jpg,21621
1299,Branded Etude,Trap Card,"During either player's turn, you can: Immediately after this effect resolves, Synchro Summon using monsters you control as material, including a Dragon monster. You can only use this effect of ""Branded Etude"" once per turn. While you control a ""Bystial"" monster, any monster sent to your opponent's GY because they Tributed it for a Ritual Summon or used it as material for a Fusion, Synchro, or Link Summon is banished instead.",Continuous,Branded,https://images.ygoprodeck.com/images/cards/45675980.jpg,0
1300,Branded Expulsion,Trap Card,"Tribute 1 Fusion Monster, then target 2 non-Fusion Monsters that are banished and/or in either GY; Special Summon both monsters, 1 on each field. If you Tributed a Fusion Monster that mentions ""Fallen of Albaz"" as material to activate this card, you can Special Summon both monsters to your field instead, in Defense Position. You can only activate 1 ""Branded Expulsion"" per turn.",Normal,Branded,https://images.ygoprodeck.com/images/cards/1041278.jpg,16386
1306,Branded Retribution,Trap Card,"When a Spell/Trap Card, or monster effect, is activated that includes an effect that Special Summons a monster(s): Return to the Extra Deck, 1 face-up Fusion Monster you control, or 2 Fusion Monsters in your GY, that mention ""Fallen of Albaz"" as material, and if you do, negate the activation, and if you do that, destroy that card. You can banish this card from your GY, then target 1 ""Branded"" Spell/Trap in your GY, except ""Branded Retribution""; add it to your hand. You can only use 1 ""Branded Retribution"" effect per turn, and only once that turn.",Counter,Branded,https://images.ygoprodeck.com/images/cards/17751597.jpg,82206
1307,Branded Sword,Trap Card,"Banish any number of ""Branded"" Spells/Traps from your GY; Special Summon that many ""Iceblade Tokens"" (Dragon/DARK/Level 8/ATK 2500/DEF 2000). You can banish this card from your GY, then target 1 of your banished monsters that is ""Fallen of Albaz"" or mentions it; add that monster to your hand. You can only use 1 ""Branded Sword"" effect per turn, and only once that turn.",Normal,Branded,https://images.ygoprodeck.com/images/cards/81767888.jpg,51908
1317,Break Away,Trap Card,"During your opponent's Battle Phase: Send 1 Spell from your hand to the GY; end the Battle Phase, then face-up monsters currently on the field have their effects negated until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/9852718.jpg,7771
1318,Break Off Trap Hole,Trap Card,When a Link Monster is Link Summoned: Destroy all monsters on the field that are not linked.,Normal,Hole,https://images.ygoprodeck.com/images/cards/56526564.jpg,40181
1319,Break the Destiny,Trap Card,"Target 1 Level 8 or higher ""Destiny HERO"" monster, or 1 ""Destiny End Dragoon"", you control; destroy it, and if you do, your opponent skips their next Main Phase 1. You can banish this card from your GY; add 1 Spell/Trap from your Deck to your hand that specifically lists a ""Destiny HERO"" monster's card name or ""Destiny End Dragoon"" in its text, except ""Break the Destiny"". You can only use 1 ""Break the Destiny"" effect per turn, and only once that turn.",Normal,,https://images.ygoprodeck.com/images/cards/4008212.jpg,17862
1324,Breakthrough Skill,Trap Card,"Target 1 face-up Effect Monster your opponent controls; that face-up monster your opponent controls has its effects negated until the end of this turn. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 face-up Effect Monster your opponent controls; that target has its effects negated until the end of this turn.",Normal,,https://images.ygoprodeck.com/images/cards/78474168.jpg,237949
1325,Breakthrough!,Trap Card,"Select 1 ""Six Samurai"" monster you control. If the selected monster destroys an opponent's monster by battle, ""Great Shogun Shien"" and all ""Six Samurai"" monsters you control can attack your opponent directly during the Battle Phase of this turn.",Normal,Six Samurai,https://images.ygoprodeck.com/images/cards/96218085.jpg,19299
1328,Breath of Resurrection,Trap Card,"If you control an ""Adventurer Token"": Special Summon up to 2 monsters from your hand and/or GY with different names (but banish them when they leave the field), then you can equip 1 Equip Spell that mentions ""Adventurer Token"" from your hand or GY to 1 monster you control. You can only activate 1 ""Breath of Resurrection"" per turn.",Normal,Adventurer Token,https://images.ygoprodeck.com/images/cards/64018647.jpg,7031
1330,Bright Future,Trap Card,Target 2 of your banished Psychic-Type monsters; return both those targets to the Graveyard and draw 1 card.,Normal,,https://images.ygoprodeck.com/images/cards/24707869.jpg,9205
1335,Brilliant Spark,Trap Card,"If a face-up ""Gem-Knight"" monster(s) you control is destroyed by your opponent's attack or card effect: Target 1 of those destroyed monsters; inflict damage to your opponent equal to its original ATK. If this card is in your Graveyard: You can send 1 ""Gem-Knight"" card from your hand to the Graveyard; add this card to your hand. You can only activate 1 ""Brilliant Spark"" per turn.",Normal,Gem-,https://images.ygoprodeck.com/images/cards/3105404.jpg,20590
1340,Broken Blocker,Trap Card,"Activate only when a Defense Position monster you control, whose DEF is higher than its ATK, is destroyed by battle. Special Summon up to 2 monsters with the same name as that monster from your Deck in face-up Defense Position.",Normal,,https://images.ygoprodeck.com/images/cards/60930169.jpg,11429
1341,Broken Line,Trap Card,"When a Spell/Trap Card, or monster effect, is activated in this card's column, while this card is Set: Negate the activation, and if you do, destroy that card.",Counter,,https://images.ygoprodeck.com/images/cards/88086137.jpg,31706
1373,Brutal Beast Battle,Trap Card,"If a player controls 2 or more monsters of the same card type (Ritual, Fusion, Synchro, Xyz, or Link), they must send some to the GY so they control no more than 1 monster of that card type. Then, each player that sent a monster to the GY for this effect draws cards equal to the number of different card types (Ritual, Fusion, Synchro, Xyz, or Link) they control. You can only activate 1 ""Brutal Beast Battle"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/36809777.jpg,3481
1374,Brutal Potion,Trap Card,"This card becomes an Equip Card, and equips to 1 monster you control. Once per turn, when you inflict damage to your opponent with a card effect, the equipped monster gains 1000 ATK until the End Phase.",Normal,,https://images.ygoprodeck.com/images/cards/30155789.jpg,6073
1378,Bubble Bringer,Trap Card,Level 4 or higher monsters cannot attack directly. During your turn: You can send this face-up card from the field to the Graveyard to target 2 Level 3 or lower WATER monsters with the same name in your Graveyard; Special Summon those targets. Their effects are negated.,Continuous,,https://images.ygoprodeck.com/images/cards/58531587.jpg,18991
1379,Bubble Crash,Trap Card,This card can only be activated when any player has 6 or more cards on the field and/or in their hand. The player(s) then select and send cards to their respective Graveyards until the amount remaining on the field and in their hand is 5.,Normal,,https://images.ygoprodeck.com/images/cards/61622107.jpg,46519
1383,Bug Emergency,Trap Card,"Target 2 Level 3 Insect-Type monsters in your Graveyard; Special Summon them, but their effects are negated. You can banish this card and 1 Xyz Monster from your Graveyard; the Levels of all Level 3 Insect-Type monsters you currently control become equal to the banished monster's Rank until the end of this turn, also you cannot Special Summon monsters for the rest of this turn, except Insect-Type monsters. You can only activate 1 ""Bug Emergency"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/10971759.jpg,27012
1391,Bujin Regalia - The Jewel,Trap Card,"Target 1 Rank 4 Xyz Monster you control; equip this card to that target. It gains 300 ATK for each Xyz Material attached to it. Once per turn, while this card is equipped to a monster by this effect: You can attach 1 ""Bujin"" monster from your hand to the equipped monster as an Xyz Material.",Normal,Bujin,https://images.ygoprodeck.com/images/cards/63049052.jpg,10664
1393,Bujin Regalia - The Sword,Trap Card,"Activate 1 of these effects.
● Target 1 ""Bujin"" monster in your Graveyard; add that target to your hand.
● Target 1 of your banished ""Bujin"" monsters; send that target to the Graveyard.",Normal,Bujin,https://images.ygoprodeck.com/images/cards/30338466.jpg,12524
1398,Bujincident,Trap Card,"Target 1 ""Bujin"" Xyz Monster you control; banish it, and if you do, return all monsters on the field to the hand. Until your 2nd End Phase after activation, neither player can Summon monsters nor take damage (but can Normal Set). During your 2nd End Phase after activation: Target 1 ""Bujin"" monster in your Graveyard; Special Summon the monster banished by this effect, and if you do, attach that target to it as an Xyz Material.",Normal,Bujin,https://images.ygoprodeck.com/images/cards/11221418.jpg,8340
1399,Bujinfidel,Trap Card,"Tribute 1 Beast-Warrior-Type ""Bujin"" monster, then target 1 ""Bujin"" monster with a different name in your Graveyard; Special Summon that target.",Normal,Bujin,https://images.ygoprodeck.com/images/cards/66727115.jpg,9425
1428,Burgeoning Whirlflame,Trap Card,"When a Trap Card is activated: Send 1 ""Laval"" monster from your hand to the Graveyard; negate the activation and destroy it. If this card is in the Graveyard: You can banish 2 FIRE monsters from your Graveyard; add this card to your hand.",Counter,Laval,https://images.ygoprodeck.com/images/cards/86690572.jpg,15126
1440,Burnout,Trap Card,"Banish 1 face-up ""Chemicritter"" monster you control; Special Summon 2 ""Chemicritter"" monsters from your Deck, with different names from each other. When your opponent declares a direct attack, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished Gemini monsters; Special Summon it, and if you do, it becomes an Effect Monster and gains its effects. You can only activate 1 ""Burnout"" per turn.",Normal,Chemicritter,https://images.ygoprodeck.com/images/cards/25669282.jpg,15929
1441,Burst Breath,Trap Card,Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.,Normal,,https://images.ygoprodeck.com/images/cards/80163754.jpg,65118
1442,Burst Rebirth,Trap Card,"Pay 2000 Life Points, then target 1 monster in your Graveyard; Special Summon that target in face-down Defense Position.",Normal,,https://images.ygoprodeck.com/images/cards/50243722.jpg,29101
1456,Butterflyoke,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position, and if you do, equip this card to that monster. Once per turn, during either player's Main Phase or Battle Phase: You can change the equipped monster's Battle Position.",Normal,Butterfly,https://images.ygoprodeck.com/images/cards/75987257.jpg,15262
1457,Butterspy Protection,Trap Card,"Target 1 face-up Attack Position monster on the field; change it to face-up Defense Position, also any damage you take for the rest of this turn is halved.",Normal,Butterspy,https://images.ygoprodeck.com/images/cards/63630268.jpg,8141
1459,By Order of the Emperor,Trap Card,"When a monster effect is activated that activates when a monster is Normal Summoned: You can negate the activation, then the player whose effect activation was negated draws 1 card.",Continuous,,https://images.ygoprodeck.com/images/cards/35011819.jpg,8514
1460,Bye Bye Damage,Trap Card,"During damage calculation, if your monster is attacked: Your battling monster cannot be destroyed by that battle, also if you take battle damage from that battle, your opponent takes effect damage equal to double that amount. You can only apply this effect of ""Bye Bye Damage"" once per turn.",Normal,,https://images.ygoprodeck.com/images/cards/20735371.jpg,42569
1461,Byroad Sacrifice,Trap Card,"Activate only if a monster on your side of the field is destroyed by battle. Special Summon 1 ""Cyber Ogre"" from your hand.",Normal,,https://images.ygoprodeck.com/images/cards/36935434.jpg,14291
1469,CONTAIN!,Trap Card,"(This card is always treated as a ""Rescue-ACE"" card.)
If you control a ""Rescue-ACE"" monster: Target 1 Effect Monster your opponent controls; this turn, that Effect Monster cannot attack, its effects are negated, also if you control ""Rescue-ACE Hydrant"", it cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon.",Normal,Rescue-ACE,https://images.ygoprodeck.com/images/cards/62777823.jpg,557
1488,Call of Darkness,Trap Card,"All monsters restored with ""Monster Reborn"" are sent to the Graveyard. ""Monster Reborn"" also cannot be played as long as this card remains on the field.",Continuous,,https://images.ygoprodeck.com/images/cards/78637313.jpg,11259
1489,Call of the Archfiend,Trap Card,"You can target 1 Level 5 or higher Fiend monster in your GY; discard 1 Fiend monster, and if you do, Special Summon the targeted monster. You can only use this effect of ""Call of the Archfiend"" once per turn.",Continuous,Archfiend,https://images.ygoprodeck.com/images/cards/97803170.jpg,69759
1491,Call of the Earthbound,Trap Card,When an opponent's monster declares an attack: You choose the target of the attack.,Normal,Earthbound,https://images.ygoprodeck.com/images/cards/65743242.jpg,32842
1492,Call of the Grave,Trap Card,"When your opponent activates ""Monster Reborn"": Negate the effect of that ""Monster Reborn"".",Normal,,https://images.ygoprodeck.com/images/cards/16970158.jpg,25504
1493,Call of the Haunted,Trap Card,"Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/97077563.jpg,775711
1496,Call of the Reaper,Trap Card,"Activate only when a monster(s) is Special Summoned from your Graveyard. Select and Special Summon 1 ""Supay"" or 1 ""Fire Ant Ascator"" from your Graveyard.",Normal,,https://images.ygoprodeck.com/images/cards/45133463.jpg,16202
1524,Card of Sacrifice,Trap Card,"Draw 2 cards, if the combined ATK of all your face-up Attack Position monsters (minimum 2) is less than the ATK of your opponent's face-up monster with the lowest ATK. You cannot Summon or change Battle Position the turn you activate this card.",Normal,,https://images.ygoprodeck.com/images/cards/88513608.jpg,10940
1536,Cash Back,Trap Card,"When your opponent activates a Spell/Trap Card, or monster effect, by paying their Life Points: Negate the activation, and if you do, return it to the Deck.",Counter,,https://images.ygoprodeck.com/images/cards/59957503.jpg,14336
1541,Castle Walls,Trap Card,Increase the DEF of 1 face-up monster on the field by 500 points until the end of this turn.,Normal,,https://images.ygoprodeck.com/images/cards/44209392.jpg,22710
1543,Castle of Dragon Souls,Trap Card,"Once per turn: You can banish 1 Dragon monster from your GY, then target 1 monster you control; it gains 700 ATK until the end of this turn (even if this card leaves the field). When this face-up card on the field is sent to the GY: You can target 1 of your banished Dragon monsters; Special Summon that target. You can only control 1 ""Castle of Dragon Souls"".",Continuous,,https://images.ygoprodeck.com/images/cards/13513663.jpg,47656
1563,Ceasefire,Trap Card,"If a face-down Defense Position monster or an Effect Monster is on the field: Change all face-down Defense Position monsters on the field to face-up Defense Position (Flip monsters' effects are not activated at this time), also inflict 500 damage to your opponent for each Effect Monster on the field.",Normal,,https://images.ygoprodeck.com/images/cards/36468556.jpg,110356
1573,Cell Explosion Virus,Trap Card,Activate only when an opponent's monster with an A-Counter declares an attack. Destroy all Attack Position monsters your opponent controls.,Normal,Alien,https://images.ygoprodeck.com/images/cards/84491298.jpg,21919
1576,Cemetary Bomb,Trap Card,Inflict 100 damage to your opponent for each card in their Graveyard.,Normal,,https://images.ygoprodeck.com/images/cards/51394546.jpg,14450
1587,Chain Burst,Trap Card,"Each time a player activates a Trap Card, they take 1000 damage immediately after it resolves.",Continuous,,https://images.ygoprodeck.com/images/cards/48276469.jpg,22322
1588,Chain Destruction,Trap Card,When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them; destroy all cards with that name in its controller's hand and Main Deck.,Normal,,https://images.ygoprodeck.com/images/cards/1248895.jpg,62255
1589,Chain Detonation,Trap Card,"Inflict 500 damage to your opponent. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand.",Normal,,https://images.ygoprodeck.com/images/cards/51449743.jpg,17665
1590,Chain Disappearance,Trap Card,"When a monster(s) with 1000 or less ATK is Summoned: Banish that monster(s) with 1000 or less ATK, then your opponent banishes all cards with the same name as that card(s) from their hand and Deck.",Normal,,https://images.ygoprodeck.com/images/cards/57139487.jpg,45169
1591,Chain Dispel,Trap Card,When a Spell/Trap Card is activated: Destroy all cards in the controller's Deck with the same name as the activated card.,Normal,,https://images.ygoprodeck.com/images/cards/3171055.jpg,11385
1594,Chain Healing,Trap Card,"Gain 500 Life Points. If this card was activated as Chain Link 2 or 3, add this card to the Deck and shuffle it. If this card was activated as Chain Link 4 or higher, return this card to the hand.",Normal,,https://images.ygoprodeck.com/images/cards/25050038.jpg,13402
1595,Chain Hole,Trap Card,"When your opponent activates a monster effect in response to a card or effect activation: Negate that opponent's effect, then, your opponent can banish 1 card from their hand or Deck with the same original name as that negated card. If they did not, you can banish 1 random card from their hand.",Normal,Hole,https://images.ygoprodeck.com/images/cards/9581215.jpg,42303
1596,Chain Ignition,Trap Card,"Once per turn, if a monster(s) your opponent controls is destroyed by your opponent's card effect (except during the Damage Step): You can target 1 card on the field; destroy that target.",Continuous,,https://images.ygoprodeck.com/images/cards/85893201.jpg,6071
1597,Chain Material,Trap Card,"Any time you Fusion Summon a monster this turn, you can remove from play, from your side of the field, Deck, hand or Graveyard, Fusion Material Monsters that are listed on the Fusion Monster Card, and use them as Fusion Material Monsters. You cannot attack during the turn this card is activated. If you used this effect for a Fusion Summon, the Summoned Fusion Monster(s) is destroyed during the End Phase.",Normal,,https://images.ygoprodeck.com/images/cards/39980304.jpg,33277
1603,Chain Whirlwind,Trap Card,Activate only when a card on the field is destroyed by a card effect. Select 2 Spell/Trap Cards on the field and destroy them.,Normal,,https://images.ygoprodeck.com/images/cards/22205600.jpg,11251
1608,Champion's Vigilance,Trap Card,"If you control a Level 7 or higher Normal Monster, when a monster would be Summoned OR a Spell/Trap Card is activated: Negate the Summon or activation, and if you do, destroy that card.",Counter,,https://images.ygoprodeck.com/images/cards/82382815.jpg,81269
1611,Change of Hero - Reflector Ray,Trap Card,"When an ""Elemental HERO"" Fusion Monster you control is destroyed by battle and sent to the Graveyard: Inflict damage to your opponent equal to its original Level x 300.",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/74095602.jpg,30731
1613,Changing Destiny,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, change it to Defense Position and it cannot change its battle position while it is face-up on the field. Then, your opponent chooses 1 of these effects.
● You (the opponent of this card's activator) gain LP equal to half the target's ATK.
● Your opponent (the activator of this card) takes damage equal to half the target's ATK.",Normal,,https://images.ygoprodeck.com/images/cards/24673894.jpg,22998
1621,Chaos Burst,Trap Card,"When your opponent's monster declares an attack: Tribute 1 monster, then target the attacking monster; destroy that target, then inflict 1000 damage to your opponent.",Normal,Chaos,https://images.ygoprodeck.com/images/cards/4923662.jpg,20035
1634,Chaos Infinity,Trap Card,"Change as many Defense Position monsters on the field as possible to face-up Attack Position, then Special Summon 1 ""Meklord"" monster from your Deck or Graveyard, but its effects are negated, also it is destroyed during the End Phase.",Normal,Chaos,https://images.ygoprodeck.com/images/cards/4081825.jpg,18199
1639,Chaos Phantasm,Trap Card,"Target 2 of your banished monsters that have a Level (1 LIGHT Tuner and 1 Level 8 or lower DARK non-Tuner); return both to the GY, then Special Summon 1 LIGHT or DARK Synchro Monster from your Extra Deck whose Level equals those monsters' total Levels.",Normal,Chaos,https://images.ygoprodeck.com/images/cards/60329973.jpg,990
1646,Chaos Trap Hole,Trap Card,"When a LIGHT or DARK monster(s) would be Summoned: Pay 2000 LP; negate the Summon of the LIGHT and DARK monster(s), and if you do, banish it.",Counter,Chaos,https://images.ygoprodeck.com/images/cards/11593137.jpg,31880
1684,Chivalry,Trap Card,"Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card.",Counter,,https://images.ygoprodeck.com/images/cards/56532632.jpg,6891
1693,Chosen of Zefra,Trap Card,"This card gains these effects depending on the number of face-up ""Zefra"" monsters with different names in your Extra Deck.
● 3 or more: Monsters you control gain 100 ATK for each face-up card in any Extra Deck.
● 5 or more: Monsters you control cannot be destroyed by an opponent's card effects.
● 8 or more: Monsters you control cannot be targeted by an opponent's card effects.
● 10: You can send this card to the Graveyard; shuffle all cards from your opponent's hand, field, and Graveyard into the Deck.",Continuous,Zefra,https://images.ygoprodeck.com/images/cards/98076754.jpg,7718
1709,Chronomaly Esperanza Glyph,Trap Card,"During the Main Phase: Target 1 Xyz Monster Card you control or in your GY; Special Summon 2 ""Chronomaly"" monsters that are 1 Level higher than that monster's Rank, from your hand, Deck, and/or GY, but negate their effects, then, immediately after this effect resolves, Xyz Summon 1 ""Chronomaly"" Xyz Monster using only those 2 monsters. You can only activate 1 ""Chronomaly Esperanza Glyph"" per turn.",Normal,Chronomaly,https://images.ygoprodeck.com/images/cards/50797682.jpg,8394
1733,Chthonian Blast,Trap Card,"When a face-up monster you control is destroyed and sent to the Graveyard: Destroy the 1 face-up monster on the field that has the lowest ATK (your choice, if tied), and if you do, inflict damage to both players equal to half of that monster's ATK.",Normal,,https://images.ygoprodeck.com/images/cards/18271561.jpg,27153
1735,Chthonian Polymer,Trap Card,Activate only when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster to take control of that Fusion Monster.,Normal,,https://images.ygoprodeck.com/images/cards/72287557.jpg,49593
1739,Cipher Bit,Trap Card,"Target 1 ""Galaxy-Eyes"" or ""Cipher"" Xyz Monster you control; attach this card to it as an Xyz Material, and if you do, the next time it would be destroyed by battle or card effect this turn, it is not destroyed.",Normal,Cipher,https://images.ygoprodeck.com/images/cards/99397762.jpg,32023
1744,Cipher Spectrum,Trap Card,"If a ""Cipher"" Xyz Monster(s) you control that has Xyz Material is destroyed by battle or an opponent's card effect and sent to your Graveyard: Target 1 of those monsters; Special Summon it, and if you do, Special Summon 1 Xyz Monster from your Extra Deck with the same name as that Xyz monster.",Normal,Cipher,https://images.ygoprodeck.com/images/cards/98905.jpg,31792
1755,Clay Charge,Trap Card,"When an ""Elemental HERO Clayman"" you control is targeted for an attack (even if it is face-down, but reveal it to your opponent in that case): Destroy the attacking monster and that ""Elemental HERO Clayman"", and inflict 800 damage to your opponent.",Normal,Elemental HERO,https://images.ygoprodeck.com/images/cards/22479888.jpg,23194
1764,Cloak and Dagger,Trap Card,"Declare 1 Monster Card name. If your opponent Normal Summons, Special Summons, or flips that monster(s) face-up, remove that monster(s) and this card from play.",Continuous,,https://images.ygoprodeck.com/images/cards/8323633.jpg,18259
1773,Cloning,Trap Card,"When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 ""Clone Token"", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the GY, destroy this Token.",Normal,,https://images.ygoprodeck.com/images/cards/86871614.jpg,29116
1803,Cocoon Veil,Trap Card,"Activate by Tributing 1 face-up ""Chrysalis"" monster. This turn, any damage to a player caused by an effect becomes 0. Special Summon 1 ""Neo-Spacian"" monster written on the ""Chrysalis"" monster you Tributed from your hand, Deck or from either player's Graveyard.",Normal,Chrysalis,https://images.ygoprodeck.com/images/cards/56641453.jpg,7903
1817,Coffin Seller,Trap Card,Each time a monster(s) is sent to your opponent's GY: Inflict 300 damage to your opponent.,Continuous,,https://images.ygoprodeck.com/images/cards/65830223.jpg,72418
1821,Collected Power,Trap Card,"Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.",Normal,,https://images.ygoprodeck.com/images/cards/7565547.jpg,69670
1833,Command Performance,Trap Card,"If you control a ""Performapal"" monster: Change all face-up Attack Position monsters your opponent controls to Defense Position. Monsters changed to Defense Position by this effect cannot change their battle positions until the end of the next turn.",Normal,Performapal,https://images.ygoprodeck.com/images/cards/78184733.jpg,22412
1836,Commander of Swords,Trap Card,"When your opponent draws for their normal draw in their Draw Phase: They reveal the card(s) they drew, then if any is a Spell/Trap Card, you apply 1 of these effects.
● Discard all cards they drew.
● Destroy 1 Spell/Trap Card they control.",Normal,,https://images.ygoprodeck.com/images/cards/12197543.jpg,10620
1838,Common Charity,Trap Card,"Draw 2 cards, then banish 1 Normal Monster from your hand, or, if you do not have any in your hand, send your entire hand to the GY.",Normal,,https://images.ygoprodeck.com/images/cards/40465719.jpg,38040
1841,Compulsory Escape Device,Trap Card,"Each player chooses 1 monster they control, then shuffles it into the Deck.",Normal,,https://images.ygoprodeck.com/images/cards/48216773.jpg,23635
1842,Compulsory Evacuation Device,Trap Card,Target 1 monster on the field; return that target to the hand.,Normal,,https://images.ygoprodeck.com/images/cards/94192409.jpg,533962
